"code","type","firma","bulstat","fobshtina","fgrad","vei","vobshtina","vgrad","moshtnost","vavejdane","geo"
"СИРО02СЕ0000","СЕ","”Симаро” ООД",123040282,"Стара Загора","Стара Загора","ФтЕЦ ”Симаро 2”","Стара Загора","Стара Загора",0.03,290612,"42.43371,25.59861"
"СИРО01СЕ0000","СЕ","”Симаро” ООД",123040282,"Стара Загора","Стара Загора","ФтЕЦ ”Симаро 1”","Стара Загора","Стара Загора",0.03,290612,"42.41347,25.60273"
"БСАБ01СЕ0000","СЕ","”Би Ес Аи Бялкови Солар Инвест” ООД",200695237,"Свиленград","Свиленград","ФтЕЦ ”Би Ес Аи Бялкови Солар Инвест”","Крумовград","Крумовград",0.0648,260612,"41.47192,25.65996"
"ТЕГИ01СЕ0000","СЕ","”Итег” ООД",200735767,"Свиленград","Свиленград","ФтЕЦ ”Итег - Крумовград”","Крумовград","Крумовград",0.065,260612,"41.47148,25.65157"
"ЩЕКА01СЕ0000","СЕ","”Щека Електроник България” ЕООД",131413286,"Съединение","Съединение","ФтЕЦ ”Щека Електроник България”","Съединение","Съединение",0.01,271008,"42.27962,24.54852"
"КУМФ01СЕ0000","СЕ","”Куминяно Фрут” ООД",832099347,"Садово","с. Катуница","ФтЕЦ ”Куминяно Фрут”","Садово","с. Катуница",0.2,290612,"42.09522,24.88028"
"СЕГР01СЕ0000","СЕ","”Селина Груп” ЕООД",201168825,"Опан","с. Кравино","ФтЕЦ ”Селина Груп - Кравино”","Опан","с. Кравино",0.0893,70612,"42.22778,25.74748"
"ЕМИР01СЕ0000","СЕ","”Е. Миролио” ЕАД",119603547,"Сливен","Сливен","ФтЕЦ ”Е. Миролио - Ямбол”","Ямбол","Ямбол",0.1996,280612,"42.47371,26.54631"
"МДСС01СЕ0000","СЕ","”Ем Джи Солар Системс” ЕООД",200896521,"Столична","София","ФтЕЦ ”Ем Джи Солар Системс”","Сливен","Сливен",4.7,260612,"42.65946,26.30968"
"НОВЖ01СЕ0000","СЕ","”Нове Еко Енерджи” ЕООД",200908151,"Столична","София","ФтЕЦ ”Нове Еко Енерджи”","Сливен","Сливен",5,260612,"42.67880,26.36611"
"АЛЕС01СЕ0000","СЕ","”Алекс Енерджи” ООД",200177294,"Бургас","Бургас","ФтЕЦ ”Алекс Енерджи - Средец”","Средец","Средец",0.3,90812,"42.3451878,27.1812505"
"ЗАКИ01СЕ0000","СЕ","”Заки - 2009” ООД",200785108,"Ямбол","Ямбол","ФтЕЦ ”Заки - Хаджи Димитрово”","Тунджа","с. Хаджи Димитрово",0.1998,250612,"42.52784,26.39791"
"СЪМА01СЕ0000","СЕ","”Сън Макс България” ЕООД",200372530,"Ивайловград","с. Белополяне","ФтЕЦ ”Сън Макс”","Ивайловград","с. Белополяне",0.00493,230910,"41.45709,26.15559"
"АТКС01СЕ0000","СЕ","”Атанас Костов и син” ООД",128570573,"Ямбол","Ямбол","ФтЕЦ ”Стойките”","Смолян","с. Стойките",0.00483,161111,"41.65149,24.63521"
"ТИКС01СЕ0000","СЕ","”Тримакс - 1” ООД",200923395,"Ковачевци","с. Ковачевци","ФтЕЦ ”Тримакс”","Ковачевци","с. Ковачевци",0.065,250612,"42.55225,22.81705"
"КАЛЕ01СЕ0000","СЕ","”Кестрел Алтернатив Енерджи” ЕООД",200334354,"Столична","София","ФтЕЦ ”Кестрел”","Сандански","с. Левуново",2.59596,290612,"41.48861,23.30876"
"САЕР01СЕ0000","СЕ","”Стар Енерджи” ЕООД",200116672,"Камено","Камено","ФтЕЦ ”Стар Енерджи - Черни връх”","Камено","с. Черни връх",0.14476,280212,"42.44113,27.33364"
"ЕЛНИ01СЕ0000","СЕ","”Електросани” ЕООД",201424064,"Марица","с. Скутаре","ФтЕЦ ”Електросани - Рогош”","Марица","с. Рогош",0.08,260612,"42.18057,24.87296"
"БАМЕ01СЕ0000","СЕ","”Брас метал” ООД",104519591,"Столична","София","ФтЕЦ ”Самоводене”","Велико Търново","с. Самоводене",0.99792,120612,"43.14790,25.60835"
"ЧААР02СЕ0000","СЕ","”Чайна Солар Проджект България 2” ЕООД",200869759,"Столична","София","ФтЕЦ ”Чайна Солар 2”","Съединение","с. Голям чардак",4,210612,"42.31901,24.61873"
"МНЕН01СЕ0000","СЕ","”МН Енерджи” ЕООД",200116793,"Камено","Камено","ФтЕЦ ”МН Енерджи - Черни връх”","Камено","с. Черни връх",0.17108,50312,"42.44961,27.34428"
"СИНЖ01СЕ0000","СЕ","”Стройинженеринг” ООД",119107647,"Сливен","Сливен","ФтЕЦ ”Стройинженеринг - Сливен”","Сливен","Сливен",0.08,260612,"42.68798,26.30504"
"ВИСО01СЕ0000","СЕ","”Ви Джи Солар” ООД",201432036,"Панагюрище","Панагюрище","ФтЕЦ ”Ви Джи Солар”","Панагюрище","Панагюрище",0.07614,250612,"42.51081,24.19552"
"ГРЕБ02СЕ0000","СЕ","”Грийненерджи България 1” ООД",201986060,"Пловдив","Пловдив","ФтЕЦ ”Грийненерджи Винарско 2”","Камено","с. Винарско",1.8,290612,"42.60458,27.19442"
"ГРЕБ01СЕ0000","СЕ","”Грийненерджи България 1” ООД",201986060,"Пловдив","Пловдив","ФтЕЦ ”Грийненерджи Винарско 1”","Камено","с. Винарско",0.2,290612,"42.60465,27.19322"
"КОМИ01СЕ0000","СЕ","”Инком-И” ЕООД",200365093,"Брезово","с. Пъдарско","ФтЕЦ ”Инком”","Брезово","с. Пъдарско",0.2,270612,"42.34890,24.88446"
"МАНК01СЕ0000","СЕ","”Манком” ЕООД",200189072,"Брезово","с. Пъдарско","ФтЕЦ ”Манком”","Брезово","с. Пъдарско",0.15,270612,"42.35588,24.89287"
"ФТВЕ01СЕ0000","СЕ","”ФТВ Енерджи” ЕООД",200553106,"Тунджа","с. Завой","ФтЕЦ ”ФТВ Енерджи - Завой”","Тунджа","с. Завой",0.072,200412,"42.5616782,26.5268248"
"ПТЕЛ01СЕ0000","СЕ","”Политрансфер Електрик” ЕООД",101618164,"Благоевград","Благоевград","ФтЕЦ ”Политрансфер”","Благоевград","Благоевград",0.03,170412,"42.02557,23.09592"
"ПИНК01СЕ0000","СЕ","”Пауър Инвест Ко” ЕООД",131469840,"Столична","София","ФтЕЦ ”Каварна Холидей - Сталево”","Димитровград","с. Сталево",0.03,280612,"42.08163,25.39474"
"СОРИ01СЕ0000","СЕ","ЕТ ”Соларис 100 - Пенка Добрева”",200746105,"Пловдив","Пловдив","ФтЕЦ ”Соларис 100”","Раковски","с. Болярино",0.08316,290612,"42.23636,25.04766"
"МАМА01СЕ0000","СЕ","ЕТ ”Мария Мардова”",200721493,"Пловдив","Пловдив","ФтЕЦ ”Мария Мардова - Братя Даскалови”","Братя Даскалови","с. Братя Даскалови",0.09982,290612,"42.29437,25.20776"
"ТОТА01СЕ0000","СЕ","ЕТ ”Тотал - Калина Стайкова”",201156374,"Братя Даскалови","с. Братя Даскалови","ФтЕЦ ”Тотал - Братя Даскалови”","Братя Даскалови","с. Братя Даскалови",0.07488,280612,"42.30626,25.20976"
"ЛИНЖ01СЕ0000","СЕ","”Инел Инженеринг” ЕООД",201061307,"Симитли","Симитли","ФтЕЦ ”Инел”","Симитли","Симитли",0.09,310512,"41.89296,23.10817"
"ЕКОП01СЕ0000","СЕ","”Екооптима” ООД",200731412,"Раднево","с. Диня","ФтЕЦ ”Екооптима - с. Диня”","Раднево","с. Диня",0.08487,250612,"42.3218301,25.8348095"
"БУЛС01СЕ0000","СЕ","”Булспейс” ЕООД",116587568,"Исперих","Исперих","ФтЕЦ ”Булспейс”","Исперих","Исперих",0.001,90309,"43.71869,26.82689"
"ОУСИ01СЕ0000","СЕ","”Оусиа” ЕООД",200118794,"Русе","Русе","ФтЕЦ ”Екзарх Йосиф”","Борово","с. Екзарх Йосиф",0.0049,90911,"43.61718,25.78010"
"ДАНИ01СЕ0000","СЕ","”Дани и Тодоров” ЕООД",123686082,"Казанлък","Казанлък","ФтЕЦ ”Дани и Тодоров - Казанлък”","Казанлък","Казанлък",0.03,60612,"42.61602,25.38356"
"ДЖЕЙ02СЕ0000","СЕ","”Джей Би Солар” ЕООД",200725980,"Столична","София","ФтЕЦ ”Джей Би Солар - Безмер 2”","Тунджа","с. Безмер",5,200612,"42.47051,26.39761"
"ВЪЛЕ01СЕ0000","СЕ","”Вълчин Енерджи” ЕООД",200754778,"Столична","София","ФтЕЦ ”Вълчин Енерджи”","Сунгурларе","с. Вълчин",3.5,200612,"42.72519,26.90255"
"ФЕНС01СЕ0000","СЕ","”Феникс Солар” ЕООД",200731943,"Столична","София","ФтЕЦ ”Скобелево 1”","Димитровград","с Скобелево",2.5,260612,"42.09841,25.37112"
"ФЕНС02СЕ0000","СЕ","”Феникс Солар” ЕООД",200731943,"Столична","София","ФтЕЦ ”Скобелево 2”","Димитровград","с Скобелево",2.5,260612,"42.09911,25.38305"
"ЗДРА01СЕ0000","СЕ","ЕТ ”ЗДДРАВКАУ - Здравко Съботинов”",200253532,"Столична","София","ФтЕЦ ”Върбово 1”","Чупрене","с. Върбово",0.09,280612,"43.54319,22.64758"
"МЕСО01СЕ0000","СЕ","”Метасолар” ООД",200045645,"Любимец","Любимец","ФтЕЦ ”Метасолар”","Любимец","с. Георги Добрево",0.0966,220612,"41.86412,26.13381"
"ЕНМА01СЕ0000","СЕ","”Енергостил Макс” ЕООД",200561487,"Ямбол","Ямбол","ФтЕЦ ”Енергостил Макс - Симеоново”","Тунджа","с. Симеоново",0.07912,280612,"42.37877,26.63600"
"ПДГР01СЕ0000","СЕ","”ПД Груп” ЕООД",200542597,"Тунджа","с. Маломир","ФтЕЦ ”ПД Груп - Симеоново”","Тунджа","с. Симеоново",0.07912,280612,"42.37966,26.63772"
"ДЖИР02СЕ0000","СЕ","”Джирасоле” ООД",200895711,"Столична","София","ФтЕЦ ”Макреш 6”","Макреш","с. Макреш",0.15778,280612,"43.77158,22.66110"
"БЕНТ02СЕ0000","СЕ","”Био Енергийни Технологии” ЕООД",105558960,"Чупрене","с. Чупрене","ФтЕЦ ”Макреш - 7”","Макреш","с. Макреш",0.137,280612,"43.76315,22.65449"
"ГЕРИ02СЕ0000","СЕ","ЕТ ”Гергана Илиева - 2010”",201218954,"Струмяни","с. Илинденци","ФтЕЦ ”Гери 2”","Струмяни","с. Струмяни",0.2,290612,"41.64052,23.21072"
"ГЕОС01СЕ0000","СЕ","”Геосолар” ООД",200926306,"Приморско","Приморско","ФтЕЦ ”Геосолар - Писменово”","Приморско","с. Писменово",0.11,280212,"42.21834,27.67662"
"СОЗВ01СЕ0000","СЕ","ЕТ ”Соларис - Здравка Вълкова”",201004832,"Чупрене","с. Долни Лом","ФтЕЦ ”Соларис”","Чупрене","с. Долни Лом",0.1,260612,"43.50791,22.77929"
"МИФО01СЕ0000","СЕ","”Милениум Фотоволтаик МК” ООД",201780369,"Столична","София","ФтЕЦ ”Милениум”","Чупрене","с. Долни Лом",0.1,260612,"43.50847,22.77980"
"ИЛБГ01СЕ0000","СЕ","”Илиос БГ” ЕООД",201159872,"Кюстендил","с. Невестино","ФтЕЦ ”Илиос”","Кюстендил","с. Невестино",0.13,190612,"42.25431,22.84778"
"БРИЛ01СЕ0000","СЕ","”Брилиънс Консулт” ЕООД",160129972,"Пловдив","Пловдив","ФтЕЦ ”Брилиънс”","Садово","с. Поповица",0.0294,80612,"42.13756,25.05586"
"СИНС01СЕ0000","СЕ","”Соларинс” ЕООД",201185543,"Бургас","Бургас","ФтЕЦ ”Голец 1”","Угърчин","с. Голец",0.093,180612,"43.04580,24.59014"
"МОЕЛ01СЕ0000","СЕ","”Монди Ел” ЕООД",201161834,"Троян","с. Белиш","ФтЕЦ ”Белиш”","Троян","с. Белиш",0.09396,190612,"42.93719,24.74578"
"ИНКО01СЕ0000","СЕ","”Интерком комплект” ЕООД",115550385,"Пловдив","Пловдив","ФтЕЦ ”Марица 21”","Пловдив","Пловдив",0.01944,210809,"42.14164,24.75571"
"ГАМА01СЕ0000","СЕ","ЕТ ”Галина Мартинова”",200892672,"Смядово","с. Янково","ФтЕЦ ”Янково 1”","Смядово","с. Янково",0.0977,210612,"43.07728,27.11468"
"АЛТИ01СЕ0000","СЕ","”Алти” ООД",126666028,"Хасково","Хасково","ФтЕЦ ”Алти - Черепово”","Харманли","с. Черепово",1,270612,"42.00348,26.15484"
"СВИЖ01СЕ0000","СЕ","”СънВижън” АД",201448108,"Хасково","Хасково","ФтЕЦ ”СънВижън - Царева поляна”","Стамболово","с. Царева поляна",2.1,270612,"41.78571,25.61247"
"СФАВ01СЕ0000","СЕ","”Стефанов БМ” ООД",200629493,"Пордим","Пордим","ФтЕЦ ”Стефанов”","Пордим","Пордим",0.06642,280612,"43.38109,24.85416"
"АГРИ01СЕ0000","СЕ","”Агрипа 2011” ЕООД",201484435,"Луковит","Луковит","ФтЕЦ ”Орешене 1”","Ябланица","с. Орешене",0.065,220612,"43.09759,24.07979"
"ГРЕЛ01СЕ0000","СЕ","”Грийн Електрик” ООД",201113985,"Столична","София","ФтЕЦ ”Грийн Електрик - Първомай”","Първомай","с. Буково",0.1974,10712,"41.94614,25.24692"
"ЕЕДО01БМ0000","БМ","”Еко Енергия Доспат” ЕООД",200929042,"Доспат","Доспат","ТЕЦ ”Екоенергиен парк Доспат - газификация и ко-генерация”","Доспат","с. Барутин",1.5,191211,"41.60253,24.18396"
"ДАСН01СЕ0000","СЕ","”Дани сън” ООД",200438207,"Шумен","Шумен","ФтЕЦ ”Дани сън”","Бяла Слатина","с. Бъркачево",0.063,210412,"43.409112,23.9316578"
"ВИСС01СЕ0000","СЕ","”Виен систем” ООД",200435620,"Шумен","Шумен","ФтЕЦ ”Виен систем”","Бяла Слатина","с. Бъркачево",0.063,210412,"43.409112,23.9316578"
"ФТОП01СЕ0000","СЕ","”Фотоволтаици Опан” ООД",200592721,"Опан","с. Опан","ФтЕЦ ”Фотоволтаици - Опан”","Опан","С. Опан",0.08892,290612,"42.2108979,25.6882894"
"ПРОР01ВЕ0000","ВЕ","”Пропелер” ООД",147053217,"Бургас","Бургас","ВтЕЦ ”Пропелер - Дрянковец”","Айтос","с. Дрянковец",0.26,221210,"42.69070,27.37767"
"НИКИ01СЕ0000","СЕ","”Никибел” ООД",200683155,"Котел","Котел","ФтЕЦ ”Никибел - Пъдарево”","Котел","с. Пъдарево",0.07938,210612,"42.72721,26.66965"
"ТЕЛЕ01СЕ0000","СЕ","”Телевик България” ООД",115578897,"Марица","с. Царацово","ФтЕЦ ”Телевик - Царацово”","Марица","с. Царацово",0.147,270612,"42.20423,24.68799"
"РПКБ01СЕ0000","СЕ","Районна потребителна кооперация ”Балкан”",573078,"Шивачево","Шивачево","ФтЕЦ ”РПК Балкан - Шивачево”","Твърдица","Шивачево",0.03,160612,"42.68924,26.02798"
"ТЕЛА01СЕ0000","СЕ","”Тера Лайт” ЕООД",200436195,"Бяла Слатина","Бяла Слатина","ФтЕЦ ”Тера Лайт”","Бяла Слатина","с. Бъркачево",0.064,180612,"43.409112,23.9316578"
"ЕКД201ВЕ0000","ВЕ","”Екоенерджи Добрич 2” ЕООД",200193409,"Столична","София","ВтЕЦ ”Карапелит”","Добрич","с. Карапелит",4,230312,"43.66042,27.57534"
"ЕКД301ВЕ0000","ВЕ","”Екоенерджи Добрич 3” ЕООД",200193398,"Столична","София","ВтЕЦ ”Карапелит - 1”","Добрич","с. Карапелит",4,230312,"43.64924,27.58804"
"ЕКД401ВЕ0000","ВЕ","”Екоенерджи Добрич 4” ЕООД",200193327,"Столична","София","ВтЕЦ ”Карапелит - 2”","Добрич","с. Карапелит",4,230312,"43.64390,27.57740"
"АЛСГ01СЕ0000","СЕ","”Алфа Солар Груп” ЕООД",200982963,"Карлово","Карлово","ФтЕЦ ”Алфа Солар Груп”","Карлово","с. Марино поле",3,270612,"42.5872392,24.8647367"
"АЛСИ01СЕ0000","СЕ","”Алфа Солар Инвест” ЕООД",200890454,"Карлово","Карлово","ФтЕЦ ”Алфа Солар Инвест”","Карлово","с. Марино поле",5,270612,"42.5872392,24.8647367"
"ЛАРБ01СЕ0000","СЕ","”Соларбилд” ЕООД",200736883,"Столична","София","ФтЕЦ ”Соларбилд - Светослав”","Стамболово","с. Светослав",0.08,270612,"41.6518478,25.6464026"
"РВСС01СЕ0000","СЕ","”РВ - Светослав” ЕООД",200800791,"Столична","София","ФтЕЦ ”РВ - Светослав - Светослав”","Стамболово","с. Светослав",0.09,270612,"41.65136,25.64105"
"СИСО01СЕ0000","СЕ","”Сива Солюшънс” ООД",200135555,"Русе","Русе","ФтЕЦ ”Цар Самуил”","Тутракан","с. Цар Самуил",0.001225,220210,"43.97743,26.40812"
"НЕКА17ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Въча 2”","Кричим","Кричим",7,10172,"42.0426268,24.4669673"
"НЕКА18ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Бял извор”","Ардино","с. Бял извор",1.85,10152,"41.5465041,25.0734572"
"НЕКА19ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Левски”","Карлово","Карлово",3.2,10131,"42.641321,24.8059394"
"НЕКА20ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Тъжа”","Павел баня","с. Тъжа",4.9,10151,"42.6505802,25.0832464"
"НЕКА21ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Мала църква”","Самоков","с. Мала църква",7.7,10134,"42.2657174,23.5090269"
"НЕКА22ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Тополница”","Ихтиман","с. Мухово",9.48,10162,"42.4211437,23.9958465"
"НЕКА23ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Бояна”","Столична","София",1.24,10123,"42.6978388,23.3216697"
"НЕКА24ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Симеоново”","Столична","София",6.67,10127,"42.6978388,23.3216697"
"НЕКА25ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Росица 1”","Сухиндол","с. Горско Косово",7.5,10154,"43.1276158,25.1705997"
"НЕКА26ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Видима”","Априлци","Априлци",3.3,10151,"42.8405033,24.9194861"
"НЕКА27ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Устово”","Смолян","Смолян",0.7,10153,"41.5774233,24.7011138"
"НЕКА28ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Троян 1”","Троян","Троян",0.22,10129,"42.8903751,24.7129702"
"НЕКА29ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Луковит”","Луковит","Луковит",0.69,10138,"43.2078347,24.1629941"
"НЕКА01ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Тешел”","Девин","Тешел",60,10172,"41.672845,24.3500989"
"НЕКА02ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Девин”","Девин","Девин",88,10184,"41.7429109,24.3915387"
"НЕКА03ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Цанков камък”","Девин","с. Михалково",86.3,10112,"41.8466857,24.4257717"
"НЕКА04ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ПАВЕЦ ”Орфей”","Кричим","Кричим",160,10175,"42.0426268,24.4669673"
"НЕКА05ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Кричим”","Кричим","Кричим",80,10173,"42.0426268,24.4669673"
"НЕКА06ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Батак”","Батак","Батак",46,10157,"41.9441773,24.2189688"
"НЕКА07ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Пещера”","Пещера","Пещера",136,10159,"42.0298857,24.2987265"
"НЕКА08ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Алеко”","Пазарджик","с. Алеко Константиново",71.4,10159,"42.1451222,24.2888096"
"НЕКА09ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Кърджали”","Кърджали","Кърджали",124,10164,"41.6338439,25.3777119"
"НЕКА10ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Студен кладенец”","Крумовград","с. Студен кладенец",81.3,10158,"41.6072915,25.6395658"
"НЕКА11ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Ивайловград”","Ивайловград","Ивайловград",120,10164,"41.5266979,26.1242717"
"НЕКА12ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Въча - 1”","Кричим","Кричим",14,10132,"42.0426268,24.4669673"
"НЕКА13ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ПАВЕЦ ”Белмекен”","Белово","с. Сестримо",375,10173,"42.215738,23.9209416"
"НЕКА14ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Сестримо”","Белово","с. Сестримо",240,10173,"42.215738,23.9209416"
"НЕКА15ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Момина клисура”","Белово","с. Момина клисура",120,10173,"42.2283866,23.9751463"
"НЕКА16ВД0000","ВД","”Национална електрическа компания” ЕАД",649348,"Столична","София","ВЕЦ ”Бели Искър”","Самоков","с. Бели Искър",16.8,10157,"42.2750625,23.5380024"
"СОПК01ВД0000","ВД","ЕТ ”Сокол - Пепита Кръстева”",825113743,"Пловдив","Пловдив","ВЕЦ ”Сокол”","Габрово","Габрово",0.096,10140,"42.8742212,25.3186837"
"ФОРИ02СЕ0000","СЕ","”Фотокристиан” ЕООД",200392489,"Мъглиж","Мъглиж","ФтЕЦ ”Фотокристиан - Гълъбово”","Гълъбово","Гълъбово",0.07008,260612,"42.13954,25.86662"
"СРСЗ01СЕ0000","СЕ","”Стар Сървиз” ЕООД",200650719,"Брезово","с. Чоба","ФтЕЦ ”Стар сървиз - Чоба”","Брезово","с. Чоба",0.07392,70612,"42.31673,25.08951"
"ТЕСО01СЕ0000","СЕ","”Тенево Солар” ЕООД",201540275,"Пловдив","Пловдив","ФтЕЦ ”Тенево Солар”","Тунджа","с. Тенево",4,280312,"42.34649,26.51395"
"МЦЕН01СЕ0000","СЕ","”МСЦ Енерджи” ЕООД",201057068,"Родопи","с. Оризари","ФтЕЦ ”МСЦ Енерджи”","Марица","с. Желязно",0.12096,250412,"42.21640,24.78125"
"ТРЕП01СЕ0000","СЕ","”Тракия Електро Пауър” ЕООД",200745900,"Родопи","с. Оризари","ФтЕЦ ”Тракия Електро Пауър”","Марица","с. Желязно",0.12096,250412,"42.21618,24.78099"
"ЯМБЛ01СЕ0000","СЕ","”Ямбол Солар” ЕООД",201540250,"Пловдив","Пловдив","ФтЕЦ ”Ямбол Солар”","Ямбол","Ямбол",2,190512,"42.49855,26.54331"
"КРУМ01СЕ0000","СЕ","”Крумово Солар” ЕООД",201540344,"Пловдив","Пловдив","ФтЕЦ ”Крумово Солар”","Тунджа","с. Крумово",2,280312,"42.27159,26.39885"
"ТЕРА01СЕ0000","СЕ","”Тера Инвест 2008” ЕООД",200249021,"Пловдив","Пловдив","ФтЕЦ ”Тера Инвест - Пъдарево”","Котел","с. Пъдарево",5,210512,"42.73087,26.67806"
"АБУС01СЕ0000","СЕ","”Абусолеа” ЕООД",201092434,"Марица","с. Желязно","ФтЕЦ ”Абусолеа”","Марица","с. Желязно",0.12096,250412,"42.21536,24.78288"
"БЦЕН01СЕ0000","СЕ","”БЦ Енерджи” ЕООД",200896813,"Родопи","с. Оризари","ФтЕЦ ”БЦ Енерджи”","Марица","с. Желязно",0.12096,250412,"42.21539,24.78077"
"ХЕОС01СЕ0000","СЕ","”Хелинеос” ЕООД",201092466,"Пловдив","Пловдив","ФтЕЦ ”Хелинеос”","Марица","с. Желязно",0.12096,250412,"42.21639,24.78058"
"МАПА01СЕ0000","СЕ","”Мантекила Пауър” ЕООД",202079091,"Пловдив","Пловдив","ФтЕЦ ”Мантекила Пауър”","Марица","с. Желязно",0.12096,250412,"42.21674,24.78146"
"РИБА01СЕ0000","СЕ","”Рибасол” ЕООД",200896749,"Родопи","с. Оризари","ФтЕЦ ”Рибасол”","Марица","с. Желязно",0.12096,250412,"42.21550,24.78137"
"ЦЛБС01СЕ0000","СЕ","”ЦПЛ Б1 Солар” ЕООД",200886915,"Родопи","с. Оризари","ФтЕЦ ”ЦПЛ Б1 Солар”","Марица","с. Желязно",0.12096,250412,"42.21516,24.78234"
"МИСН01СЕ0000","СЕ","”Мираж - СН” ООД",202087479,"Пловдив","Пловдив","ФтЕЦ ”Мираж - СН Пловдив”","Пловдив","Пловдив",0.03,270612,"42.16454,24.70893"
"МИСН02СЕ0000","СЕ","”Мираж - СН” ООД",202087479,"Пловдив","Пловдив","ФтЕЦ ”Мираж - СН Труд”","Марица","с. Труд",0.03,280612,"42.22268,24.73363"
"ИНДС01СЕ0000","СЕ","”Индустриал Солар” ООД",201792924,"Столична","София","ФтЕЦ ”Индустриал Солар”","Нови Искър","София",0.03,290612,"42.82807,23.34637"
"ПРАЙ01СЕ0000","СЕ","”Прайм Пропърти” ООД",123737491,"Стара Загора","Стара Загора","ФтЕЦ ”Прайм Пропърти - Мъглиж”","Мъглиж","Мъглиж",0.0756,270612,"42.59974,25.54722"
"УПИН01ВЕ0000","ВЕ","”Уинд Пауър Инвестмънт” АД",201512991,"Варна","Варна","ВтЕЦ ”Камен бряг - Максим”","Каварна","с. Камен бряг",0.6,60412,"43.45595,28.55666"
"ЯВИМ01СЕ0000","СЕ","”ЯВИ-МОД” ООД",835043421,"Търговище","Търговище","ФтЕЦ ”Сива - Търговище”","Търговище","Търговище",0.41952,160312,"43.25298,26.58515"
"АЛСЕ01СЕ0000","СЕ","”Алфа Солар Енерджи” ЕООД",201592788,"Столична","София","ФтЕЦ ”Алфа Солар - Младово”","Сливен","с. Младово",2.4,310812,"42.53274,26.20307"
"ВИ7701СЕ0000","СЕ","”ВИП - 77” ЕООД",108519382,"Ардино","Ардино","ФтЕЦ ”ВИП - Ардино”","Ардино","Ардино",0.029835,130612,"41.58498,25.13993"
"БИОМ01СЕ0000","СЕ","”Биомет” ЕООД",30215845,"Столична","София","ФтЕЦ ”Севлиево - 2”","Севлиево","Севлиево",0.1976,290612,"43.02372,25.08564"
"БИОМ02СЕ0000","СЕ","”Биомет” ЕООД",30215845,"Столична","София","ФтЕЦ ”Севлиево - 3”","Севлиево","Севлиево",0.1792,290612,"43.0266904,25.1034006"
"ГБИО01СЕ0000","СЕ","”Глобал Биомет” ЕООД",121446525,"Столична","София","ФтЕЦ ”Севлиево 1”","Севлиево","Севлиево",0.1792,290612,"43.0266904,25.1034006"
"ГБИО02СЕ0000","СЕ","”Глобал Биомет” ЕООД",121446525,"Столична","София","ФтЕЦ ”Севлиево”","Севлиево","Севлиево",0.1976,290612,"43.02008,25.10822"
"СПХ201СЕ0000","СЕ","”Соларен парк Хаджидимово 2” ЕООД",200652620,"Столична","София","ФтЕЦ ”Тополата 2”","Хаджидимово","с. Копривлен",4.9,280612,"41.52078,23.79934"
