"code","type","firma","bulstat","fobshtina","fgrad","vei","vobshtina","vgrad","moshtnost","vavejdane","geo"
"СРСО01СЕ0000","СЕ","”Старгейт Солар” ЕООД",201772035,"Стара Загора","Стара Загора","ФтЕЦ ”Старгейт Солар - Калояновец”","Стара Загора","с. Калояновец",0.03,180612,"42.31290,25.58443"
"ЗЕНИ01СЕ0000","СЕ","”Зенит Гео” ЕООД",112580576,"Пазарджик","Пазарджик","ФтЕЦ ”Зенит Гео”","Пазарджик","с. Пищигово",0.2,260612,"42.25240,24.43011"
"ДЕСТ01СЕ0000","СЕ","”Дест Солар Енерджи” ЕООД",201188347,"Столична","София","ФтЕЦ ”Дест Солар - Веселиново”","Тунджа","с. Веселиново",0.9804,210612,"42.52579,26.53635"
"РОДП01СЕ0000","СЕ","”Родопчанка” ООД",108560952,"Ардино","с. Бял извор","ФтЕЦ ”Родопчанка”","Ардино","с. Бял извор",0.07896,160512,"41.54520,25.07393"
"МИМФ01СЕ0000","СЕ","”М и М Фрут” ООД",115628357,"Карлово","Баня","ФтЕЦ ”Бегунци”","Карлово","с. Бегунци",0.15552,290612,"42.54783,24.87733"
"СТММ01СЕ0000","СЕ","”СТМ - Медиконсулт” ООД",123745036,"Ардино","Ардино","ФтЕЦ ”СТМ - Тенево”","Тунджа","с. Тенево",0.7728,50412,"42.34947,26.52254"
"КАРС01СЕ0000","СЕ","”Карс Енерджи” ООД",201847566,"Сливен","Сливен","ФтЕЦ ”Карс Енерджи - Сливен”","Сливен","Сливен",0.18988,280612,"42.66350,26.29517"
"МАКР01СЕ0000","СЕ","”Макроком” ООД",119034640,"Сливен","Сливен","ФтЕЦ ”Макроком - Сливен”","Сливен","Сливен",0.198,40412,"42.65744,26.31526"
"ДТАИ01СЕ0000","СЕ","”ДТА Инвест” ЕООД",112637760,"Пазарджик","Пазарджик","ФтЕЦ ”ДТА Инвест”","Пазарджик","Пазарджик",0.03,270612,"42.17954,24.34578"
"ТОПВ01СЕ0000","СЕ","”Тополово ПИ ВИ” ЕООД",201239051,"Пловдив","Пловдив","ФтЕЦ ”Тополово ПИ ВИ”","Маджарово","с. Тополово",2.2,280612,"41.68116,25.76720"
"НСМТ01ВД0000","ВД","”Напоителни системи” ЕАД - клон Мизия",831160078,"Враца","Враца","МВЕЦ ”Кошарник”","Монтана","Монтана",0.16,110100,"43.39307,23.21445"
"НСМТ02ВД0000","ВД","”Напоителни системи” ЕАД - клон Мизия",831160078,"Враца","Враца","МВЕЦ ”Смирненски”","Брусарци","с. Смирненски",0.16,101001,"43.63576,23.04270"
"БЯ0901СЕ0000","СЕ","”България 2009” ЕООД",131397985,"Столична","София","ФтЕЦ ”Елхово 4”","Елхово","с. Кирилово",4.01128,200612,"42.22406,26.60322"
"СОРЕ01СЕ0000","СЕ","”Солар Рейнбоу” ЕООД",201101050,"Столична","София","ФтЕЦ ”Елхово 5”","Елхово","с. Кирилово",5.08032,200612,"42.22095,26.60468"
"ГРЕН01СЕ0000","СЕ","”Грийн Енерджи 2010” ЕООД",200961182,"Столична","София","ФтЕЦ ”Раброво”","Бойница","с. Раброво",0.5,120612,"44.02118,22.57231"
"СИСТ02СЕ0000","СЕ","”Системен анализ” ООД",130992599,"Столична","София","ФтЕЦ ”Куртово 1”","Стамболийски","с. Куртово конаре",0.19116,190612,"42.09847,24.49710"
"СИСТ03СЕ0000","СЕ","”Системен анализ” ООД",130992599,"Столична","София","ФтЕЦ ”Куртово 2”","Стамболийски","с. Куртово конаре",0.19656,190612,"42.09828,24.49633"
"АЛСН01СЕ0000","СЕ","”Александрина сълюшънс” ООД",201759034,"Столична","София","ФтЕЦ ”Александрина сълюшънс”","Брезово","Брезово",0.9071,130612,"42.34668,25.06444"
"ПАУР05СЕ0000","СЕ","”Уиндпауърбг” АД",119674665,"Сливен","Сливен","ФтЕЦ ”Уиндпауър - Сливен”","Сливен","Сливен",0.02967,200612,"42.69675,26.33079"
"СЪНБ01СЕ0000","СЕ","”Сън Бс” ООД",147229672,"Средец","с. Дебелт","ФтЕЦ ”Сън Бс - Дебелт 1”","Средец","с. Дебелт",0.935,160612,"42.39832,27.28381"
"ВАКО01СЕ0000","СЕ","ЕТ ”Васил Вълков”",119045416,"Сливен","Сливен","ФтЕЦ ”ЕТ Васил Вълков - Сливен”","Сливен","Сливен",0.02967,200612,"42.68155,26.34006"
"ЙОМИ01СЕ0000","СЕ","”Йордан Мишев” АД",838168597,"Ямбол","Ямбол","ФтЕЦ ”Йордан Мишев - Ямбол”","Ямбол","Ямбол",0.1992,250612,"42.49247,26.48361"
"СТЕФ01ВЕ0000","ВЕ","”Стефанови” ООД",102860238,"Айтос","Айтос","ВтЕЦ ”Стефанови - Зетьово”","Айтос","с. Зетьово",0.3,140411,"42.75644,27.22894"
"НЙХЖ01СЕ0000","СЕ","”Николай Хасърджиев” ЕООД",201205946,"Братя Даскалови","с. Горно Белево","ФтЕЦ ”Николай Хасърджиев - Горно Белево”","Братя Даскалови","с. Горно Белево",0.05772,250612,"42.26147,25.23441"
"РУЕЛ01СЕ0000","СЕ","”Румдо - Ел” ЕООД",200833670,"Стара Загора","Стара Загора","ФтЕЦ ”Румдо - Мъглиж”","Мъглиж","Мъглиж",0.0756,10612,"42.60234,25.54557"
"ЕВЕБ01СЕ0000","СЕ","”Евро Енерджи Болкан” ЕООД",200355462,"Елхово","Елхово","ФтЕЦ ”Евро Енерджи - Мелница”","Елхово","с. Мелница",0.12636,220512,"42.0455703,26.566273"
"ВАСМ01СЕ0000","СЕ","”Васмар” ООД",108022156,"Кърджали","Кърджали","ФтЕЦ ”Васмар”","Кърджали","Кърджали",0.19747,280512,"41.62846,25.38150"
"ДОБР01СЕ0000","СЕ","”Добрев Енерджи” ЕООД",200339910,"Елхово","Елхово","ФтЕЦ ”Добрев Енерджи - Мелница”","Елхово","с. Мелница",0.14937,220512,"42.04999,26.56595"
"3ККО02СЕ0000","СЕ","”3К-Консулт” ЕООД",175372769,"Столична","София","ФтЕЦ ”3К - Кирилово 2”","Елхово","с. Кирилово",0.06323,280612,"42.2228267,26.6125831"
"РУМИ01СЕ0000","СЕ","”Румика - 90” ЕООД",200627108,"Елхово","Елхово","ФтЕЦ ”Румика - 90 - Маломирово”","Елхово","с. Маломирово",0.027,270612,"42.14304,26.63901"
"МИНС01СЕ0000","СЕ","”Минев Солар” ЕООД",200339853,"Елхово","Елхово","ФтЕЦ ”Минев Солар - Мелница”","Елхово","с. Мелница",0.13533,140512,"42.04734,26.56170"
"ТЕГП01ВЕ0000","ВЕ","ЕТ ”Технометал - Георги Попов”",40155318,"Ямбол","Ямбол","ВтЕЦ ”Калчево”","Тунджа","с. Калчево",0.4,261004,"42.43815,26.59790"
"ВВ1201СЕ0000","СЕ","”ВВК 2012” ЕООД",201852798,"Бургас","Бургас","ФтЕЦ ”ВВК - Болярово”","Болярово","Болярово",0.02961,200312,"42.15083,26.81243"
"ДЕНИ01СЕ0000","СЕ","”Дени 48” ЕООД",200461451,"Долни дъбник","Долни дъбник","ФтЕЦ ”Минерални бани”","Минерални бани","с. Минерални бани",0.0348,210612,"41.94185,25.35309"
"СГПА01СЕ0000","СЕ","”Стар Груп Партнер” ООД",131362639,"Радомир","Радомир","ФтЕЦ ”Елиа”","Радомир","Радомир",0.195,270612,"42.52179,22.98000"
"ЛО7801СЕ0000","СЕ","”Локос - 78” ЕООД",200488676,"Първомай","Първомай","ФтЕЦ ”Локос - 78”","Първомай","с. Градина",0.05148,80612,"42.14832,25.21083"
"СЪПП01СЕ0000","СЕ","ЕТ ”Сънагро - Петър Петров”",201056630,"Нова Загора","Нова Загора","ФтЕЦ ”Сънагро - Петър Петров”","Нова Загора","Нова Загора",0.06768,250612,"42.49219,26.02845"
"ФОТО01СЕ0000","СЕ","”Фотоно” ООД",200763624,"Генерал Тошево","с. Сноп","ФтЕЦ ”Фотоно - Сноп”","Генерал Тошево","с. Сноп",0.10422,20312,"43.79710,27.87707"
"ЙУДТ01ВЕ0000","ВЕ","”Ей Уан Дивелъпмънт” ЕООД",201570311,"Столична","София","ВЕП ”Дивелъпмънт”","Гулянци","с. Сомовит",4.5,260612,"43.68495,24.78292"
"МРСЖ02СЕ0000","СЕ","”Марс Енерджи” ООД",831206472,"Столична","София","ФтЕЦ ”Крепост 2”","Димитровград","с. Крепост",2,250612,"42.01169,25.59853"
"МРСЖ01СЕ0000","СЕ","”Марс Енерджи” ООД",831206472,"Столична","София","ФтЕЦ ”Крепост 1”","Димитровград","с. Крепост",1,250612,"42.01174,25.59750"
"БУФТ01СЕ0000","СЕ","”Бул Фикс Трейд” ООД",126733936,"Свиленград","Свиленград","ФтЕЦ ”Бул Фикс Трейд - Свиленград”","Свиленград","Свиленград",0.5,250612,"41.77510,26.21668"
"ТАРД01СЕ0000","СЕ","ЕТ ”Такев - Рашо Димитров”",833010935,"Казанлък","Казанлък","ФтЕЦ ”Такев - Рашо Димитров”","Мъглиж","с. Тулово",0.03,120612,"42.57136,25.54872"
"ЗЕГЕ01СЕ0000","СЕ","”Зегерови пръстени - пружини” ЕООД",123161168,"Казанлък","Шипка","ФтЕЦ ”Зегерови пръстени - пружини - Шейново”","Казанлък","с. Шейново",0.2205,140612,"42.6863311,25.3158237"
"АВСТ01СЕ0000","СЕ","”Авто Сервиз Стоянов 2002” ЕООД",200533819,"Казанлък","Казанлък","ФтЕЦ ”Авто Сервиз Стоянов - Овощник”","Казанлък","с. Овощник",0.015,290512,"42.58256,25.44789"
"СРРЕ01СЕ0000","СЕ","”СРР Енерджи” ООД",200086916,"Лесичово","с. Лесичово","ФтЕЦ ”Енерджи”","Лесичово","с. Лесичово",0.00432,300810,"42.56800,26.52391"
"СИМП01СЕ0000","СЕ","”СИМПТО” АД",102058829,"Айтос","Айтос","ФтЕЦ ”Симпто - Айтос 2”","Айтос","Айтос",0.15275,290612,"42.69637,27.23781"
"КОИН01СЕ0000","СЕ","”КОРА Инвестмънт” ООД",200209322,"Разлог","Разлог","ФтЕЦ ”Коцаков”","Разлог","Разлог",0.302,150512,"41.89572,23.49477"
"ЯНЕН01СЕ0000","СЕ","”Яница Енерджи” ООД",200796987,"Елхово","Елхово","ФтЕЦ ”Яница Енерджи - Кирилово”","Елхово","с. Кирилово",0.09984,280612,"42.22376,26.61566"
"ДИМ101СЕ0000","СЕ","”Димсол 1” ЕООД",201083015,"Столична","София","ФтЕЦ ”Димсол 1 - Радиево”","Димитровград","с. Радиево",2.8,270612,"42.09627,25.61998"
"ЕКАТ02СЕ0000","СЕ","”Ековат” ЕООД",123758795,"Раднево","Раднево","ФтЕЦ ”Ековат - Даскал Атанасово”","Раднево","с. Даскал Атанасово",0.00493,70610,"42.34216,25.90616"
"ПЕРС01СЕ0000","СЕ","”Персол” ЕООД",201178723,"Чирпан","Чирпан","ФтЕЦ ”Персол - Чирпан”","Чирпан","Чирпан",0.099,290512,"42.21010,25.31433"
"СОХА01СЕ0000","СЕ","”Солар Хасково” ЕООД",201046593,"Пловдив","Пловдив","ФтЕЦ ”Солар Хасково - Балакли”","Хасково","Хасково",4.10487,270612,"41.91221,25.56823"
"СЛ0901СЕ0000","СЕ","”Слънце - 09” ЕООД",200633634,"Пловдив","Пловдив","ФтЕЦ ”Слънце - Малево”","Хасково","с. Малево",1.62932,270612,"41.86299,25.63099"
"СОЛА01СЕ0000","СЕ","”Солар - Плана” ЕООД",200658541,"Столична","София","ФтЕЦ ”Алино”","Самоков","с. Алино",2.696,270612,"42.39789,23.37827"
"БАФО01СЕ0000","СЕ","”Балкан Фриго” ЕООД",131100277,"Столична","София","ФтЕЦ ”Балкан Фриго”","Стамболийски","Стамболийски",4.623,180612,"42.14254,24.54479"
"ГЕВИ01СЕ0000","СЕ","”Геовид” ЕООД",175021842,"Столична","София","ФтЕЦ ”Геовид Макреш”","Макреш","с. Макреш",1,280612,"43.76949,22.67803"
"СОЕЛ01СЕ0000","СЕ","”Солар Ел Систем” ЕАД",201198619,"Столична","София","ФтЕЦ ”Солар Ел Систем - Любимец”","Любимец","Любимец",4.427,190612,"41.83936,26.07403"
"БРЕК01СЕ0000","СЕ","”Брек” ЕООД",200734964,"Опан","с. Бяло поле","ФтЕЦ ”Брек - Бяло поле”","Опан","с. Бяло поле",0.1026,270612,"42.1650494,25.7186499"
